J,Jpp,Kc_aprox,Kcpp_aprox,active_B0a,active_B0b,active_B0c,active_dipole,active_m,active_polar,active_rms_quadrupole,active_weight,broadness_jeanna,d_act_per,is_self,m,perturber_B0a,perturber_B0b,perturber_B0c,perturber_dipole,perturber_m,perturber_polar,perturber_rms_quadrupole,perturber_weight
59.5,78.5,67.5,106.0,5.1734,1.176646,0.34634,1.109,4.0,2.515,3.02500281,30.0061,0.12061224,371.5,1.0,10.0,100000.0,5.2412,20.5597234,0.715,4.0,0.69436,2.09633013,28.0134
94.0,102.0,30.5,49.5,9.57789,1.67195,18.5519677,0.45,2.0,2.247,0.46244783,127.91241,0.13865993,329.0,0.0,10.0,100000.0,10.4401993,51.3761602,1.857,6.0,2.103,4.41046071,93.9529
51.0,43.0,96.0,44.5,20.46362,1.29536237,0.36749,0.159,2.0,3.438,4.41046071,16.0425,0.12061224,347.0,0.0,10.0,5.2412,0.39021,0.62048896,1.81,6.0,2.515,0.41295036,20.00689
40.0,163.0,93.0,58.5,0.346,9.57789,1.176646,1.6552,6.0,1.562,0.46244783,95.92568,0.06567769,386.0,1.0,10.0,20.47007,10.4401993,1.6227512,0.0,4.0,1.501,0.98994949,146.0554
31.0,121.0,5.0,72.5,20.46362,0.39021,0.34634,0.828,2.0,1.298,0.76412215,15.0234751,0.05211274,331.95,1.0,8.64,20.46362,0.32192,1.43767,1.857,6.0,0.69436,0.84357839,44.071
121.0,132.0,59.5,82.0,3.09855,8.34923939,0.2935265,0.828,4.0,4.188,2.83596962,79.926277,0.04127771,429.4,1.0,8.0,5.24631,0.62048896,1.6227512,1.67229184,2.64,3.616,0.83259471,28.0101
92.0,148.0,91.0,22.5,4.828,6.42637,0.36749,2.331,2.0,0.8,2.71717568,32.0419,0.038572,444.4,0.0,8.0,5.182,60.853,6.22750356,1.81,4.0,1.698,2.71717568,146.0554
41.5,11.0,52.5,39.0,5.1734,0.346,10.4401993,0.159,6.0,2.215,4.47975717,20.00689,0.05211999,307.75,0.0,8.64,27.8806313,0.50424,10.4401993,1.957,4.0,2.54,0.30886424,93.9529
120.0,80.5,120.0,43.5,5.1734,0.09107,20.5597234,0.828,2.0,5.39684463,2.00771188,127.91241,0.04357088,339.95,0.0,10.0,5.2412,0.39021,0.09107,0.828,4.0,2.515,0.0,32.0419
105.0,139.0,30.5,1.0,20.47007,9.57789,20.5597234,1.62,6.0,3.438,4.47975717,53.97324,0.04127771,301.9,1.0,8.64,5.182,0.3528,10.4401993,1.51,2.64,2.507,4.41046071,32.0419
52.0,46.5,63.5,98.0,4.25240851,1.29536237,0.8282,1.6552,4.0,3.487,3.02500281,44.0095,0.05275517,444.4,0.0,4.0,4.25240851,0.346,60.853,1.4719,4.0,3.02,1.95366544,2.01588
33.0,62.5,6.0,10.0,4.25240851,1.29536237,0.09107,0.828,2.0,2.54,0.84357839,60.075,0.07815196,455.2,1.0,12.0,5.2412,16051.1165,5.2412,0.0,2.64,1.71,4.41046071,28.0101
101.0,148.0,62.0,15.0,27.8806313,20.5597234,1.43767,1.957,6.0,1.953,0.78954903,2.01588,0.03636004,347.0,1.0,10.0,20.47007,16051.1165,51.3761602,1.847,2.64,0.8,0.41295036,2.33375552
12.5,34.0,42.5,49.0,5.24631,1.92252895,0.79287185,1.62,4.0,2.54,0.07071068,28.0532,0.02688417,347.0,1.0,6.0,5.2412,0.09107,0.34634,0.715,4.0,1.67892,0.98994949,34.0329
29.0,58.0,34.5,117.0,100000.0,1.67195,0.32192,1.38,6.0,2.247,1.95366544,17.0305,0.06094009,358.0,1.0,8.0,100000.0,16051.1165,0.79287185,1.51,2.0,1.71,1.64048773,34.0329
164.0,9.0,62.0,26.0,20.47007,5.2412,0.20285674,0.828,4.0,1.562,0.07071068,80.063,0.17210159,347.85,1.0,4.0,5.24631,0.39021,9.27770838,0.715,2.64,0.69436,4.41046071,20.00689
91.0,58.5,35.5,53.5,5.2412,0.817084,20.5597234,0.11011,6.0,5.39684463,4.41046071,32.0419,0.05675657,442.9,0.0,8.0,20.47007,8.34923939,0.173,0.828,4.0,3.616,2.00771188,28.97
2.0,133.0,12.5,72.0,20.47007,6.42637,0.36749,1.81,2.0,2.247,4.41046071,17.0305,0.06567769,332.02,1.0,10.0,100000.0,1.69614207,0.34634,1.847,4.0,4.49,4.41046071,79.926277
71.5,51.0,70.5,74.0,3.09855,0.50424,18.5519677,1.4719,2.0,3.02,0.98994949,44.071,0.04077859,455.2,1.0,6.0,20.46362,5.2412,0.817084,1.38,6.0,19.029,0.36769553,35.976793
10.0,66.5,61.5,42.5,20.47007,1.67195,1.43767,1.62,4.0,7.325,3.02500281,93.9529,0.05830627,312.5,1.0,10.0,100000.0,0.50424,8.34923939,1.4719,2.64,0.8,0.0,28.0101
144.0,12.5,54.5,27.0,5.2412,0.85179,1.176646,1.51,2.0,2.247,0.84357839,80.063,0.12061224,353.2,1.0,10.0,100000.0,16051.1165,0.34634,1.38,2.0,0.787,3.02500281,95.92568
156.0,6.0,79.5,121.0,20.47007,0.25021,1.176646,0.715,4.0,1.953,0.24859606,28.0532,0.04357088,342.75,1.0,8.0,0.09107,0.1091,0.85179,1.51,2.64,3.616,0.07071068,16.0425
49.5,40.0,71.5,17.5,5.182,0.50424,1.69614207,1.847,6.0,3.616,0.76412215,47.0134,0.13933063,330.0,1.0,8.0,9.94664516,1.43767,9.27770838,1.109,4.0,1.67892,3.02500281,44.0095
25.0,33.0,4.0,86.0,4.828,0.32192,0.4912,0.159,4.0,2.507,1.3576325,64.064,0.05618405,332.02,1.0,6.0,5.2412,1.67195,0.85179,1.2974,2.64,2.507,0.2192031,16.0425
19.5,145.0,20.0,24.5,4.828,0.25021,5.2412,0.159,6.0,5.09,0.24859606,95.92568,0.04752233,317.0,0.0,4.0,100000.0,8.34923939,51.3761602,0.159,2.64,2.54,1.95366544,20.00689
153.0,166.0,3.5,87.0,5.24631,0.817084,0.36749,1.957,2.0,7.325,0.0,16.0425,0.06049039,331.95,0.0,6.0,100000.0,20.5597234,20.5597234,0.828,4.0,5.61,4.41046071,28.97
105.0,127.0,108.0,8.0,3.09855,6.42637,10.4401993,0.45,2.0,2.77,1.95366544,28.0532,0.04726332,352.5,0.0,8.0,20.47007,0.50424,0.817084,0.159,2.64,1.501,2.83596962,28.0134
19.5,8.5,84.0,93.0,5.1734,14.5217696,0.20285674,0.828,6.0,1.698,1.70683411,95.92568,0.05211999,371.5,1.0,6.0,0.09107,1.6227512,0.85179,0.11011,2.0,19.029,0.41295036,60.075
52.0,15.0,26.0,61.5,20.47007,0.20285674,60.853,1.67229184,6.0,1.698,1.3576325,44.071,0.06977337,317.0,1.0,8.0,100000.0,0.32192,0.4912,1.51,4.0,0.8,3.02500281,17.0305
2.0,96.0,75.0,19.5,9.94664516,1.92252895,6.42637,1.847,4.0,1.298,2.92049556,95.92568,0.05793135,375.0,0.0,10.0,5.182,10.4401993,0.39021,1.51,6.0,2.515,3.02500281,18.0153
18.0,168.0,47.0,53.5,5.182,1.69614207,1.92252895,1.109,4.0,2.448,4.47975717,15.0234751,0.04752233,386.0,1.0,8.64,20.47007,1.67195,0.817084,0.159,2.64,2.215,2.43810418,79.926277
51.0,49.5,3.0,95.0,5.182,0.3528,20.5597234,1.51,4.0,2.77,4.47975717,30.026,0.03679119,347.85,1.0,4.0,5.2412,14.5217696,51.3761602,1.109,2.0,2.507,0.0,50.96825
142.0,151.0,11.0,60.5,5.1734,0.3528,0.8282,0.45,6.0,2.54,0.98570685,50.96825,0.12061224,413.0,0.0,8.0,27.8806313,8.34923939,0.1091,0.11011,2.0,3.21,1.64048773,2.01588
138.0,83.5,39.0,81.0,3.09855,1.176646,0.09107,1.38,2.0,2.54,0.2192031,95.92568,0.11531308,344.7,1.0,8.0,20.46362,0.82323552,6.22750356,1.826526,6.0,1.562,0.98994949,18.0153
75.0,26.5,121.0,71.5,5.182,1.92252895,0.4912,1.38,2.0,4.49,1.3576325,16.0425,0.05346877,347.85,1.0,10.0,0.346,1.67195,1.43767,1.67229184,2.64,1.501,2.83596962,28.97
73.0,107.0,60.0,22.5,0.346,0.32192,0.79287185,1.67229184,4.0,1.698,4.47975717,30.026,0.0466762,455.2,0.0,10.0,27.8806313,9.94664516,0.79287185,1.51,2.64,8.749,0.76412215,95.92568
138.0,40.0,18.0,49.0,3.09855,14.5217696,0.62048896,1.62,2.0,2.215,2.71717568,44.0095,0.05211274,416.5,0.0,8.0,27.8806313,1.43767,10.4401993,0.0,2.64,4.49,1.64048773,93.9529
1.5,140.0,61.0,47.5,20.46362,0.39021,0.4912,1.6331,6.0,2.54,0.0,31.9988,0.04815153,303.0,1.0,4.0,100000.0,0.85179,1.67195,1.857,2.64,4.49,0.84357839,53.97324
68.0,124.0,110.0,92.0,3.09855,8.34923939,20.5597234,0.828,4.0,1.71,0.78954903,141.939,0.038572,386.7,1.0,12.0,0.09107,0.346,0.32192,1.38,2.64,2.507,0.30886424,30.0061
68.0,51.5,55.0,77.0,20.47007,0.39021,6.22750356,1.957,6.0,2.215,2.00771188,47.0134,0.13040189,339.95,0.0,4.0,0.346,0.817084,10.4401993,1.957,4.0,1.501,0.98570685,34.0329
7.5,81.5,54.0,77.5,5.24631,0.32192,6.42637,1.826526,6.0,5.453,0.76412215,35.976793,0.16984114,384.2,0.0,6.0,27.8806313,0.09107,9.27770838,0.0,2.0,19.029,4.41046071,32.0419
143.0,57.0,66.5,4.5,9.94664516,0.39021,0.09107,1.4719,6.0,2.215,0.07071068,79.926277,0.17210159,353.0,1.0,8.64,5.2412,0.85179,0.817084,1.109,2.0,5.61,3.02500281,2.01588
51.5,47.5,83.0,33.5,9.94664516,1.43767,10.4401993,0.0,6.0,2.54,0.98994949,44.071,0.06273792,438.4,0.0,6.0,20.46362,0.39021,0.62048896,1.826526,6.0,8.749,0.0,16.0425
39.0,67.0,71.5,106.0,20.46362,0.817084,6.42637,1.847,2.0,1.953,2.09633013,53.97324,0.11531308,354.95,1.0,10.0,100000.0,60.853,0.62048896,0.715,2.0,5.61,1.6541585,35.976793
20.5,139.0,78.5,38.0,0.09107,0.25021,1.67195,1.857,4.0,19.029,1.6541585,95.92568,0.04110102,370.6,1.0,4.0,5.24631,1.43767,1.67195,1.67229184,4.0,1.501,0.07071068,32.0419
115.0,153.0,34.5,7.0,100000.0,0.346,0.173,1.847,2.0,2.507,0.41295036,17.0305,0.02688417,301.9,1.0,8.64,27.8806313,5.2412,0.09107,1.4719,4.0,1.953,1.95366544,44.0095
96.0,29.5,55.0,9.0,2.0273542,0.32192,0.85179,0.11011,4.0,4.49,2.83596962,28.0532,0.05920685,346.0,0.0,6.0,0.346,0.50424,0.62048896,0.828,2.64,1.67892,2.09633013,44.0095
105.0,158.0,3.5,31.0,20.46362,0.62048896,4.74202,1.957,2.0,4.188,3.90888629,80.063,0.12677301,342.75,1.0,4.0,5.182,20.5597234,0.09107,0.715,6.0,5.61,0.0,32.0419
71.0,76.0,58.0,25.0,9.57789,0.41778,9.27770838,1.38,4.0,5.453,0.24859606,44.0095,0.04673175,373.0,0.0,12.0,5.2412,8.34923939,0.34634,1.826526,2.0,3.21,0.84357839,2.01588
50.0,12.0,53.0,110.0,9.40552614,5.2412,6.22750356,1.847,2.0,1.136,2.71717568,30.026,0.05514621,330.2,0.0,4.0,20.46362,1.6227512,0.173,1.2974,2.64,0.8,0.98994949,76.141
42.0,43.5,18.5,43.5,5.2412,18.5519677,0.4912,2.331,4.0,5.09,0.36769553,64.064,0.0669931,339.95,0.0,8.64,5.182,0.82323552,60.853,1.38,6.0,1.698,4.41046071,34.0329
118.0,127.0,0.5,109.0,3.09855,6.42637,4.74202,1.857,2.0,19.029,0.41295036,44.0095,0.05141102,353.0,0.0,4.0,20.47007,10.4401993,0.20285674,0.159,2.64,1.698,0.78954903,30.0061
23.5,135.0,31.0,47.5,5.182,1.92252895,0.8282,1.38,2.0,5.09,0.24859606,34.0329,0.18249688,307.75,0.0,8.64,20.47007,0.32192,0.85179,0.11011,2.0,3.438,0.83259471,44.0095
38.0,1.0,0.0,19.0,9.40552614,8.34923939,1.176646,1.38,4.0,0.8,1.6541585,44.0095,0.0466762,351.5,1.0,8.64,5.24631,20.5597234,0.173,0.11011,2.0,0.8,0.2192031,34.0329
50.0,103.0,101.0,5.0,27.8806313,9.94664516,1.92252895,1.62,4.0,3.616,0.98994949,35.976793,0.04731758,363.0,1.0,8.0,4.25240851,1.92252895,0.817084,1.2974,4.0,1.501,0.76412215,79.926277
63.0,23.0,116.0,27.5,4.828,1.43767,0.62048896,0.715,2.0,5.09,0.98570685,20.00689,0.13040189,351.0,0.0,6.0,20.46362,0.85179,9.27770838,1.847,4.0,3.438,0.78954903,35.976793
33.0,57.0,26.0,66.0,27.8806313,8.34923939,0.25021,1.109,4.0,3.21,2.00771188,2.01588,0.05438049,363.6,0.0,10.0,9.94664516,1.43767,8.34923939,1.2974,2.64,2.215,3.02500281,50.96825
48.0,4.0,61.0,30.0,3.09855,0.3441739,4.74202,1.857,4.0,1.953,0.41295036,79.926277,0.06320568,338.0,1.0,4.0,27.8806313,8.34923939,0.79287185,1.2974,6.0,0.69436,2.09633013,2.01588
69.5,75.5,40.5,70.5,27.8806313,0.85179,20.5597234,1.957,4.0,1.136,3.65367851,79.926277,0.04158464,340.2,1.0,4.0,5.24631,60.853,0.09107,1.957,6.0,0.787,0.84357839,93.9529
142.0,68.0,100.0,99.0,4.828,0.25021,1.67195,0.715,4.0,5.453,3.65367851,15.0234751,0.0655435,368.2,0.0,6.0,5.2412,16051.1165,0.09107,0.159,6.0,3.02,0.07071068,28.0101
55.0,9.5,87.0,74.5,20.46362,1.69614207,1.43767,2.331,6.0,1.562,3.02500281,17.0305,0.0550182,372.0,0.0,6.0,0.346,0.85179,1.67195,0.715,2.64,5.39684463,0.76412215,35.976793
158.0,19.5,70.0,8.5,5.1734,0.25021,8.34923939,1.62,2.0,2.247,1.6541585,17.0073,0.04571761,413.8,1.0,12.0,5.24631,9.94664516,0.09107,1.857,2.0,1.501,2.83596962,17.0305
74.5,111.0,92.0,78.5,100000.0,14.5217696,1.92252895,1.4719,4.0,2.215,0.46244783,18.0153,0.03586361,373.0,1.0,8.64,0.346,1.43767,51.3761602,1.847,2.0,0.8,0.83259471,35.976793
79.0,21.0,19.0,47.5,9.94664516,0.817084,60.853,1.67229184,2.0,0.8,3.02500281,95.92568,0.04815153,399.5,1.0,4.0,20.46362,0.50424,0.32192,1.2974,2.0,3.21,0.36769553,79.926277
50.0,92.0,3.5,39.5,2.0273542,1.67195,9.27770838,1.2974,2.0,2.215,0.76412215,44.0095,0.0669931,355.0,1.0,8.64,20.46362,8.34923939,0.817084,0.159,2.0,1.562,2.43810418,35.976793
26.0,31.5,11.5,3.0,9.57789,8.34923939,0.32192,1.2974,4.0,3.21,0.98994949,30.026,0.05141102,354.95,1.0,8.64,20.47007,0.3528,0.817084,0.11011,4.0,2.103,2.43810418,95.92568
58.0,21.5,77.5,7.0,0.346,0.346,1.67195,1.81,6.0,1.71,2.23345025,93.9529,0.05196981,370.0,0.0,12.0,9.94664516,0.3528,8.34923939,0.715,6.0,0.69436,0.76412215,34.0329
29.5,161.0,20.5,69.5,9.94664516,0.3528,0.39021,0.45,6.0,4.49,0.84357839,141.939,0.05141102,372.0,0.0,12.0,0.346,16051.1165,9.27770838,1.957,4.0,0.8,2.51258831,17.0305
9.5,20.0,35.0,48.0,4.828,1.92252895,0.2935265,1.2974,4.0,2.54,3.90888629,2.01588,0.06561478,340.2,1.0,12.0,5.2412,1.69614207,51.3761602,1.4719,2.64,2.515,1.70683411,18.0153
150.0,42.5,66.0,82.5,5.24631,9.94664516,5.2412,1.847,2.0,0.787,2.71717568,53.97324,0.18249688,285.5,0.0,6.0,5.24631,1.6227512,0.09107,1.109,4.0,19.029,0.2192031,28.0134
0.0,3.5,102.0,26.0,5.2412,0.32192,0.36749,1.4719,6.0,2.103,4.41046071,20.00689,0.18249688,361.0,0.0,6.0,0.09107,0.39021,5.2412,1.38,2.64,2.103,3.02500281,79.926277
81.0,66.5,36.5,62.5,5.24631,0.20285674,5.2412,1.109,6.0,5.09,0.24859606,35.976793,0.04110102,413.8,1.0,8.64,20.46362,16051.1165,0.85179,1.109,4.0,5.09,4.41046071,50.96825
97.0,78.5,39.5,8.0,9.94664516,10.4401993,1.67195,1.6331,4.0,2.448,3.02500281,64.064,0.06094009,314.8,0.0,8.0,9.94664516,1.92252895,0.4912,0.0,4.0,2.103,0.36769553,28.0101
170.0,3.5,22.5,59.5,0.09107,10.4401993,20.5597234,2.331,2.0,1.698,1.64048773,31.9988,0.06561478,339.5,1.0,4.0,4.25240851,1.92252895,0.817084,0.11011,2.64,1.562,0.84357839,18.0153
2.0,26.0,27.5,47.0,5.2412,0.39021,18.5519677,0.45,6.0,7.325,1.95366544,80.063,0.04815153,361.0,0.0,10.0,9.94664516,8.34923939,0.4912,1.38,4.0,1.71,2.00771188,34.0329
78.5,137.0,71.5,57.0,20.46362,1.176646,0.2935265,0.45,6.0,3.882,4.47975717,26.0373,0.11915375,370.2,1.0,8.0,5.182,5.2412,20.5597234,1.826526,2.64,3.438,0.36769553,60.075
92.0,102.0,1.0,120.0,3.09855,0.20285674,1.69614207,1.6552,2.0,2.507,1.6541585,20.00689,0.07399752,372.0,0.0,8.0,20.46362,20.5597234,20.5597234,0.715,2.0,19.029,0.98994949,80.063
39.0,142.0,32.0,67.0,9.94664516,18.5519677,0.34634,1.109,4.0,5.39684463,2.51258831,53.97324,0.05514621,353.2,0.0,4.0,5.2412,0.20285674,51.3761602,0.159,6.0,1.71,1.70683411,95.92568
54.0,123.0,27.5,0.5,9.94664516,0.20285674,0.4912,1.62,2.0,2.215,0.46244783,50.96825,0.05275517,317.0,0.0,12.0,20.46362,0.817084,0.62048896,1.857,2.0,1.71,0.98570685,95.92568
53.5,96.0,35.5,87.0,20.46362,0.25021,20.5597234,1.957,4.0,5.61,2.71717568,53.97324,0.06328546,307.75,0.0,12.0,5.24631,0.817084,8.34923939,0.0,2.64,0.787,0.98994949,2.01588
170.0,166.0,31.5,49.0,9.94664516,8.34923939,0.85179,1.51,2.0,0.787,3.90888629,28.0532,0.14524111,351.0,0.0,12.0,5.24631,0.09107,1.43767,0.159,4.0,3.21,2.43810418,146.0554
77.5,20.0,61.5,33.5,9.94664516,0.3528,4.74202,0.715,2.0,1.698,2.00771188,28.0134,0.05141102,363.6,1.0,4.0,9.94664516,0.85179,0.817084,1.957,2.0,5.61,2.09633013,44.071
37.5,15.0,92.0,7.0,9.40552614,10.4401993,0.4912,1.38,6.0,0.8,4.41046071,44.071,0.04571761,347.15,1.0,10.0,100000.0,0.82323552,0.09107,0.715,2.0,1.562,2.71717568,20.00689
37.0,165.0,51.5,13.5,5.1734,60.853,0.2935265,1.4719,4.0,3.616,3.65367851,26.0373,0.04357088,376.0,1.0,12.0,0.09107,14.5217696,8.34923939,0.828,4.0,1.67892,1.70683411,146.0554
67.5,29.5,110.0,64.5,4.25240851,0.3528,0.62048896,0.45,4.0,2.448,2.00771188,93.9529,0.09969431,352.5,1.0,6.0,0.346,0.62048896,60.853,1.38,6.0,3.21,0.76412215,31.9988
0.0,32.0,84.0,20.5,0.09107,0.41778,1.69614207,1.4719,4.0,4.49,1.6541585,28.0532,0.05793135,358.0,1.0,12.0,0.346,0.62048896,9.27770838,1.51,2.0,0.8,0.2192031,50.96825
22.5,70.5,13.5,39.0,5.1734,9.57789,0.32192,0.0,2.0,1.71,3.90888629,64.064,0.06273792,423.35,0.0,4.0,0.346,0.50424,8.34923939,0.159,6.0,4.49,2.00771188,35.976793
17.5,69.0,11.5,67.5,100000.0,0.20285674,0.32192,1.62,6.0,2.247,0.36769553,20.00689,0.06509057,330.75,1.0,10.0,0.346,60.853,1.92252895,1.826526,2.64,2.448,1.70683411,146.0554
24.0,91.0,13.0,98.0,5.24631,60.853,1.92252895,0.715,6.0,2.103,2.09633013,28.0532,0.06273792,370.6,1.0,8.0,20.47007,0.82323552,1.92252895,1.957,2.0,19.029,0.41295036,2.33375552
60.0,14.0,5.0,4.0,5.1734,0.41778,0.25021,1.4719,6.0,2.247,0.46244783,79.926277,0.05467328,303.0,1.0,8.64,5.182,0.09107,8.34923939,1.4719,2.64,3.02,0.84357839,80.063
130.0,15.5,70.5,67.5,5.24631,9.94664516,9.27770838,1.857,6.0,2.515,2.00771188,30.0061,0.05467328,330.75,0.0,12.0,5.182,0.20285674,1.67195,1.109,2.64,4.49,2.43810418,2.33375552
6.5,70.0,71.0,66.5,9.57789,10.4401993,4.74202,0.715,6.0,1.298,0.24859606,16.0425,0.10394785,377.0,0.0,12.0,100000.0,0.50424,0.173,1.109,6.0,2.103,2.51258831,16.0425
75.5,130.0,4.5,30.0,5.2412,14.5217696,1.43767,1.51,4.0,3.616,1.70683411,44.071,0.06049039,386.7,1.0,10.0,4.25240851,0.32192,8.34923939,0.159,4.0,1.698,2.09633013,32.0419
57.0,34.5,64.0,68.5,9.40552614,10.4401993,6.22750356,0.159,4.0,5.39684463,1.70683411,50.96825,0.06977337,368.2,0.0,4.0,4.25240851,10.4401993,0.09107,0.828,2.64,2.215,1.95366544,80.063
79.0,126.0,18.0,25.5,5.182,1.67195,0.36749,1.81,4.0,2.507,3.70806796,64.064,0.06561478,375.0,1.0,12.0,0.346,9.94664516,10.4401993,0.11011,2.0,3.21,0.36769553,28.0134
94.0,53.0,65.0,76.0,27.8806313,60.853,0.39021,1.2974,2.0,2.77,2.83596962,28.0101,0.05648214,314.8,0.0,8.64,0.09107,20.5597234,1.92252895,0.11011,2.0,2.103,3.02500281,93.9529
30.0,30.0,51.5,43.0,5.2412,0.817084,0.8282,0.159,6.0,3.616,2.83596962,44.0095,0.05920685,330.75,1.0,6.0,100000.0,14.5217696,0.32192,1.847,2.0,2.507,0.0,16.0425
51.0,13.5,104.0,110.0,5.2412,0.32192,0.34634,0.715,6.0,0.8,2.71717568,16.0425,0.05211999,287.25,0.0,10.0,5.182,14.5217696,0.817084,0.828,4.0,1.562,2.09633013,50.96825
149.0,19.5,56.0,21.0,20.46362,0.41778,0.79287185,0.715,6.0,2.448,4.47975717,32.0419,0.05830627,455.2,1.0,6.0,5.24631,0.20285674,1.69614207,0.159,2.64,1.71,1.95366544,35.976793
157.0,55.0,66.0,75.5,4.828,1.29536237,0.4912,0.0,6.0,5.453,1.64048773,17.0305,0.0466762,376.0,0.0,6.0,20.46362,60.853,0.32192,1.38,2.0,3.438,0.36769553,95.92568
18.0,119.0,53.0,91.0,0.09107,0.3528,0.25021,1.6331,2.0,5.61,1.3576325,53.97324,0.04731758,358.0,0.0,12.0,0.346,1.92252895,0.62048896,1.51,2.64,2.507,0.30886424,18.0153
23.0,21.5,81.5,107.0,5.24631,10.4401993,6.42637,0.715,4.0,3.438,2.09633013,35.976793,0.05235715,346.0,1.0,8.64,5.182,5.2412,1.43767,1.4719,2.64,1.953,1.64048773,34.0329
30.0,56.5,65.0,81.5,5.182,1.0012,1.92252895,0.0,4.0,5.09,2.23345025,17.0073,0.13865993,366.7,0.0,4.0,5.182,1.92252895,0.4912,1.857,2.0,0.787,2.09633013,50.96825
110.0,8.5,79.5,19.5,4.25240851,10.4401993,0.25021,1.6331,6.0,1.298,3.70806796,127.91241,0.18249688,376.5,0.0,4.0,20.47007,0.82323552,20.5597234,0.159,2.0,2.507,1.70683411,2.33375552
84.0,34.0,48.0,66.5,5.182,5.2412,0.25021,1.38,2.0,0.8,1.64048773,44.0095,0.1504867,300.0,1.0,4.0,100000.0,5.2412,0.79287185,1.81,2.64,4.49,2.00771188,60.075
74.5,42.0,12.5,27.0,5.182,20.5597234,1.43767,0.0,4.0,1.136,2.09633013,28.0532,0.06481883,330.75,1.0,8.64,5.182,0.20285674,1.43767,1.857,6.0,0.787,2.09633013,76.141
48.0,51.0,34.5,22.5,2.0273542,0.85179,0.817084,1.847,2.0,1.501,3.65367851,15.0234751,0.11531308,339.95,1.0,8.0,5.2412,0.32192,8.34923939,1.857,4.0,0.787,1.95366544,44.0095
109.0,166.0,7.0,30.0,5.182,0.3441739,1.43767,0.11011,4.0,3.02,3.90888629,28.0134,0.04135837,331.95,1.0,12.0,27.8806313,1.92252895,0.39021,1.847,2.64,5.39684463,4.41046071,44.0095
70.5,32.0,82.5,67.5,5.24631,0.50424,20.5597234,1.2974,4.0,0.8,2.23345025,20.00689,0.05618405,423.35,1.0,10.0,27.8806313,0.62048896,1.92252895,0.715,6.0,0.69436,0.98570685,2.01588
119.0,12.0,18.0,79.0,0.346,0.20285674,0.25021,1.62,6.0,5.453,2.09633013,15.0234751,0.06320568,377.0,1.0,10.0,27.8806313,1.67195,0.817084,1.109,6.0,1.953,0.84357839,30.0061
40.0,119.0,62.5,53.0,3.09855,20.5597234,8.34923939,1.826526,6.0,3.21,0.46244783,30.0061,0.1504867,312.5,1.0,6.0,4.25240851,0.50424,0.09107,0.715,2.64,19.029,0.98994949,79.926277
80.0,18.5,91.0,26.5,3.09855,60.853,0.36749,0.828,2.0,0.8,4.41046071,17.0073,0.05346877,360.5,0.0,4.0,20.47007,10.4401993,0.79287185,1.857,6.0,0.8,0.36769553,32.0419
149.0,28.5,25.0,40.5,2.0273542,0.3528,0.817084,1.109,6.0,2.515,2.83596962,31.9988,0.05374875,303.0,0.0,10.0,20.46362,1.43767,20.5597234,1.826526,4.0,1.562,2.71717568,18.0153
31.5,64.5,51.0,108.0,3.09855,1.29536237,1.176646,1.2974,6.0,2.247,0.36769553,60.075,0.05211274,301.9,1.0,6.0,27.8806313,1.43767,0.09107,1.957,2.64,1.698,1.6541585,146.0554
20.0,9.0,83.5,10.5,0.346,0.41778,60.853,1.38,4.0,3.616,2.23345025,30.026,0.0560216,301.9,1.0,4.0,100000.0,1.69614207,0.173,1.847,2.0,19.029,0.07071068,31.9988
62.5,95.0,14.5,79.0,5.1734,1.67195,0.39021,1.6331,2.0,2.103,3.70806796,146.0554,0.10394785,352.5,0.0,12.0,9.94664516,20.5597234,1.43767,1.67229184,4.0,1.501,1.6541585,16.0425
48.5,88.0,24.0,3.5,20.47007,0.85179,0.34634,1.81,4.0,3.882,3.70806796,28.0532,0.05196981,324.7,0.0,10.0,5.182,1.67195,0.34634,1.38,4.0,2.448,2.83596962,31.9988
7.0,80.5,58.0,99.0,4.828,0.09107,1.67195,2.331,6.0,3.616,0.98570685,30.026,0.05793135,323.5,1.0,4.0,9.94664516,0.09107,1.92252895,1.957,6.0,8.749,0.83259471,44.071
80.0,127.0,31.0,78.0,4.25240851,0.346,6.22750356,1.51,6.0,19.029,2.51258831,44.071,0.09969431,358.0,0.0,12.0,0.09107,1.67195,0.173,1.51,2.0,19.029,2.83596962,28.0101
7.5,7.0,98.0,46.0,4.25240851,14.5217696,0.25021,1.6331,2.0,2.215,1.64048773,50.96825,0.05231977,448.0,0.0,12.0,5.24631,1.69614207,0.09107,1.81,2.64,1.501,1.64048773,32.0419
117.0,29.5,28.5,26.5,100000.0,0.39021,0.817084,1.81,2.0,2.54,1.3576325,31.9988,0.04614754,358.0,1.0,4.0,0.09107,0.50424,0.34634,1.81,6.0,3.438,0.30886424,95.92568
73.5,12.5,39.0,110.0,4.25240851,1.43767,0.34634,1.2974,2.0,1.136,1.3576325,47.0134,0.06561478,354.95,0.0,8.64,20.47007,16051.1165,1.43767,1.51,2.64,3.438,2.71717568,53.97324
13.5,100.0,75.0,1.0,5.1734,0.41778,8.34923939,1.67229184,6.0,2.103,2.92049556,35.976793,0.03201732,455.2,0.0,6.0,20.47007,1.6227512,1.67195,0.715,6.0,2.215,3.02500281,44.071
